#Scan#,inchi_combined,inchi_key,inchi_key1,ClassyFy Status,Kingdom,Superclass,Class,Subclass,Parent Level 1,Parent Level 2,Parent Level 3,Parent Level 4,Parent Level 5
4536,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",FQQQKGAFQIIGLQ-VYFUBJQISA-N,FQQQKGAFQIIGLQ-VYFUBJQISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,NA,NA,NA,NA
4545,"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1",XKBJVQHMEXMFDZ-AREMUKBSSA-N,XKBJVQHMEXMFDZ-AREMUKBSSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Monoalkylglycerophosphocholines,NA,NA,NA,NA
4546,"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1",XKBJVQHMEXMFDZ-AREMUKBSSA-N,XKBJVQHMEXMFDZ-AREMUKBSSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Monoalkylglycerophosphocholines,NA,NA,NA,NA
4548,"InChI=1S/C51H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h19-24,48H,4-18,25-47H2,1-3H3/b22-19-,23-20-,24-21-",SKGWNZXOCSYJQL-BUTYCLJRSA-N,SKGWNZXOCSYJQL-BUTYCLJRSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,NA,NA,NA,NA
4549,"InChI=1S/C51H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h19-24,48H,4-18,25-47H2,1-3H3/b22-19-,23-20-,24-21-",SKGWNZXOCSYJQL-BUTYCLJRSA-N,SKGWNZXOCSYJQL-BUTYCLJRSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,NA,NA,NA,NA
4566,"InChI=1S/C25H54NO6P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-30-23-25(29-5)24-32-33(27,28)31-22-20-26(2,3)4/h25H,6-24H2,1-5H3/t25-/m1/s1",RZNRKXGAJMGLIM-RUZDIDTESA-N,RZNRKXGAJMGLIM-RUZDIDTESA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Dialkylglycerol-3-phosphocholines,NA,NA,NA,NA
4571,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4572,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4575,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4581,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s0",SRRQPVVYXBTRQK-DGSVUMNISA-N,SRRQPVVYXBTRQK-DGSVUMNISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4586,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
4596,"InChI=1S/C27H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28/h3-4,6-7,9-10,12-13,15-16,18-19,26,29H,2,5,8,11,14,17,20-25,28H2,1H3,(H,31,32)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-/t26-/m1/s1",XEVRBOQZSXWGQO-PAUXXPOVSA-N,XEVRBOQZSXWGQO-PAUXXPOVSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Lysophosphatidylethanolamines,1-acyl-sn-glycero-3-phosphoethanolamines,NA,NA,NA
4599,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",FQQQKGAFQIIGLQ-VYFUBJQISA-N,FQQQKGAFQIIGLQ-VYFUBJQISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,NA,NA,NA,NA
4600,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",FQQQKGAFQIIGLQ-VYFUBJQISA-N,FQQQKGAFQIIGLQ-VYFUBJQISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,NA,NA,NA,NA
4601,"InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1",FQQQKGAFQIIGLQ-VYFUBJQISA-N,FQQQKGAFQIIGLQ-VYFUBJQISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Lysophosphatidylglycerols,NA,NA,NA,NA
4626,"InChI=1S/C30H62NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h29,32H,5-28H2,1-4H3/t29-/m1/s3",UIINDYGXBHJQHX-FTOCBNBQSA-N,UIINDYGXBHJQHX-FTOCBNBQSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4631,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
4638,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
4639,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4649,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
4659,"InChI=1S/C51H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h19-24,48H,4-18,25-47H2,1-3H3/b22-19-,23-20-,24-21-",SKGWNZXOCSYJQL-BUTYCLJRSA-N,SKGWNZXOCSYJQL-BUTYCLJRSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols,NA,NA,NA,NA
4673,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
4680,"InChI=1S/C30H62NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h29,32H,5-28H2,1-4H3/t29-/m1/s1",UIINDYGXBHJQHX-GDLZYMKVSA-N,UIINDYGXBHJQHX-GDLZYMKVSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4689,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4691,"InChI=1S/C23H48NO5PS/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(25)31-22-21-29-30(26,27)28-20-19-24(2,3)4/h5-22H2,1-4H3",BDPQVGIMLZYZQA-UHFFFAOYSA-N,BDPQVGIMLZYZQA-UHFFFAOYSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Phosphocholines,NA,NA,NA
4692,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
4732,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4733,"InChI=1S/C32H64NO8P/c1-6-8-10-12-14-16-18-20-22-24-31(34)38-28-30(29-40-42(36,37)39-27-26-33(3,4)5)41-32(35)25-23-21-19-17-15-13-11-9-7-2/h30H,6-29H2,1-5H3",IJFVSSZAOYLHEE-UHFFFAOYSA-N,IJFVSSZAOYLHEE-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,NA,NA,NA,NA
4756,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
4799,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4800,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,UATOAILWGVYRQS-HHHXNRCGSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4801,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
4802,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
4804,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
4836,"InChI=1S/C30H62NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h29,32H,5-28H2,1-4H3/t29-/m1/s4",UIINDYGXBHJQHX-ITORGSPMSA-N,UIINDYGXBHJQHX-ITORGSPMSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4845,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4855,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4867,"InChI=1S/C24H42O21/c25-1-6-10(28)14(32)17(35)21(41-6)39-3-8-11(29)15(33)18(36)22(42-8)40-4-9-12(30)16(34)19(37)23(43-9)45-24(5-27)20(38)13(31)7(2-26)44-24/h6-23,25-38H,1-5H2/t6-,7-,8-,9-,10+,11+,12-,13-,14+,15+,16+,17-,18-,19-,20+,21+,22+,23-,24+/m1/s1",UQZIYBXSHAGNOE-XNSRJBNMSA-N,UQZIYBXSHAGNOE-XNSRJBNMSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,NA,NA,NA,NA
4868,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4870,"InChI=1S/C24H47BrNO8P/c1-26(2,3)18-19-32-35(30,31)33-21-23(20-27)34-24(29)16-13-15-22(28)14-11-9-7-5-4-6-8-10-12-17-25/h6,8,22-23,27-28H,4-5,7,9-21H2,1-3H3/b8-6-/i25+1",LFHRMWNSMZHYES-NNKRCKOWSA-N,LFHRMWNSMZHYES-NNKRCKOWSA-N,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
4876,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH-WJOKGBTCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Lysophosphatidylcholines,1-acyl-sn-glycero-3-phosphocholines,NA,NA,NA
4966,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m1/s1",SUHOQUVVVLNYQR-MRVPVSSYSA-N,SUHOQUVVVLNYQR-MRVPVSSYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Glycerophosphocholines,NA,NA,NA,NA
5012,"InChI=1S/C11H14O4/c1-14-9-6-8(4-3-5-12)7-10(15-2)11(9)13/h3-4,6-7,12-13H,5H2,1-2H3/b4-3+",LZFOPEXOUVTGJS-ONEGZZNKSA-N,LZFOPEXOUVTGJS-ONEGZZNKSA-N,Completed,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,NA,NA,NA,NA
5016,"InChI=1S/C15H18O3/c1-8-10-4-6-15(3)7-5-11(16)9(2)12(15)13(10)18-14(8)17/h5,7-8,10,13H,4,6H2,1-3H3/t8-,10-,13-,15-/m0/s1",XJHDMGJURBVLLE-BOCCBSBMSA-N,XJHDMGJURBVLLE-BOCCBSBMSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,"Eudesmanolides, secoeudesmanolides, and derivatives",NA,NA,NA
5022,"InChI=1S/C16H24O7/c17-10(6-8-16(22)23)5-7-12-11(13(18)9-14(12)19)3-1-2-4-15(20)21/h1-2,11-14,18-19H,3-9H2,(H,20,21)(H,22,23)/b2-1-/t11-,12-,13+,14+/m1/s1",XSGSZQDCVYMZGQ-YQQXMBKZSA-N,XSGSZQDCVYMZGQ-YQQXMBKZSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,NA,NA,NA,NA
5024,"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",VYMDGNCVAMGZFE-UHFFFAOYSA-N,VYMDGNCVAMGZFE-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,NA,Benzene and substituted derivatives,NA,NA,NA,NA
5045,"InChI=1S/C8H10O4/c1-5(2)8(11)6(12-3)4-7(9)10/h4H,1H2,2-3H3,(H,9,10)/b6-4-",VOUGEZYPVGAPBB-XQRVVYSFSA-N,VOUGEZYPVGAPBB-XQRVVYSFSA-N,Completed,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,NA,NA,NA,NA
5048,"InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)",UGAGPNKCDRTDHP-UHFFFAOYSA-N,UGAGPNKCDRTDHP-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,NA,NA,NA,NA
5069,"InChI=1S/C17H12O7/c1-20-9-6-10-12(8-3-5-22-17(8)23-10)14-11(9)7-2-4-21-15(18)13(7)16(19)24-14/h3,5-6,8,17H,2,4H2,1H3",XWIYFDMXXLINPU-UHFFFAOYSA-N,XWIYFDMXXLINPU-UHFFFAOYSA-N,Completed,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,Angular furanocoumarins,Aflatoxins,Difurocoumarolactones,NA,NA
5084,"InChI=1S/C15H21NO6/c1-8(4-3-5-9(2)14(19)20)11-7-16-13(15(21)22)10(11)6-12(17)18/h3-5,9-11,13,16H,6-7H2,1-2H3,(H,17,18)(H,19,20)(H,21,22)/b5-3+,8-4-/t9-,10+,11-,13+/m1/s1",VZFRNCSOCOPNDB-AOKDLOFSSA-N,VZFRNCSOCOPNDB-AOKDLOFSSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Kainoids,NA,NA,NA
5089,"InChI=1S/C15H21NO6/c1-8(4-3-5-9(2)14(19)20)11-7-16-13(15(21)22)10(11)6-12(17)18/h3-5,9-11,13,16H,6-7H2,1-2H3,(H,17,18)(H,19,20)(H,21,22)/b5-3+,8-4-/t9-,10+,11-,13+/m1/s1",VZFRNCSOCOPNDB-AOKDLOFSSA-N,VZFRNCSOCOPNDB-AOKDLOFSSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Kainoids,NA,NA,NA
5090,"InChI=1S/C15H21NO6/c1-8(4-3-5-9(2)14(19)20)11-7-16-13(15(21)22)10(11)6-12(17)18/h3-5,9-11,13,16H,6-7H2,1-2H3,(H,17,18)(H,19,20)(H,21,22)/b5-3+,8-4-/t9-,10+,11-,13+/m1/s1",VZFRNCSOCOPNDB-AOKDLOFSSA-N,VZFRNCSOCOPNDB-AOKDLOFSSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Kainoids,NA,NA,NA
5107,"InChI=1S/C15H18O4/c1-8-4-5-10-9(2)13(17)19-12(10)14(3)11(16)6-7-15(8,14)18/h6-8,10,12,18H,2,4-5H2,1,3H3",LLQCRTZROWMVOL-UHFFFAOYSA-N,LLQCRTZROWMVOL-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,Ambrosanolides and secoambrosanolides,NA,NA,NA
5112,"InChI=1S/C23H15ClO3/c24-16-12-10-15(11-13-16)19(14-6-2-1-3-7-14)23(27)20-21(25)17-8-4-5-9-18(17)22(20)26/h1-13,19-20H",UDHXJZHVNHGCEC-UHFFFAOYSA-N,UDHXJZHVNHGCEC-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,NA,NA,NA,NA
