#Scan#,Adduct_library,CAS_Number_library,Charge_library,Compound_Name_library,Compound_Source_library,Data_Collector_library,ExactMass_library,FileScanUniqueID_library,INCHI_AUX_library,INCHI_library,Instrument_library,Ion_Source_library,IonMode_library,LibMZ_library,Library_Class_library,LibraryName_library,LibraryQualityString_library,MassDiff_library,MQScore_library,MZErrorPPM_library,NumberHits_library,Organism_library,PI_library,Precursor_MZ_library,Pubmed_ID_library,RT_Query_library,SharedPeaks_library,Smiles_library,SpecCharge_library,SpecMZ_library,SpectrumFile_library,SpectrumID_library,tags_library,TIC_Query_library,UpdateWorkflowName_library,Adduct_analog,CAS_Number_analog,Charge_analog,Compound_Name_analog,Compound_Source_analog,Data_Collector_analog,ExactMass_analog,FileScanUniqueID_analog,INCHI_analog,INCHI_AUX_analog,Instrument_analog,internalFilename_analog,Ion_Source_analog,IonMode_analog,LibMZ_analog,Library_Class_analog,LibraryName_analog,LibraryQualityString_analog,MassDiff_analog,MQScore_analog,MZErrorPPM_analog,NumberHits_analog,Organism_analog,PI_analog,Precursor_MZ_analog,Pubmed_ID_analog,RT_Query_analog,SharedPeaks_analog,Smiles_analog,SpecCharge_analog,SpecMZ_analog,SpectrumFile_analog,SpectrumID_analog,tags_analog,TIC_Query_analog,UpdateWorkflowName_analog,inchi_combined
3670,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-2H2O,564205,1,Sclareolide,Isolated,NIST,0,spectra/specs_ms.mgf3670,"InChI=1S/C16H26O2/c1-14(2)7-5-8-15(3)11(14)6-9-16(4)12(15)10-13(17)18-16/h11-12H,5-10H2,1-4H3/t11-,12+,15-,16+/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,215.179,3,lib-00052.mgf,Bronze,10.0569,0.858921,46737.3,1,NIST17,NIST,215.179,N/A,0,6,CC1(CCCC2(C1CCC3(C2CC(=O)O3)C)C)C,1,205.122,specs_ms.mgf,CCMSLIB00003566523,NA,238753,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C16H26O2/c1-14(2)7-5-8-15(3)11(14)6-9-16(4)12(15)10-13(17)18-16/h11-12H,5-10H2,1-4H3/t11-,12+,15-,16+/m0/s1"
3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,518752,1,Citrinin,Isolated,NIST,0,spectra/specs_ms.mgf3672,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,251.091,3,lib-00052.mgf,Bronze,43.9897,0.907293,175194,1,NIST17,NIST,251.091,N/A,0,5,N/A,1,207.102,specs_ms.mgf,CCMSLIB00003388665,NA,1129760,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3676,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,112607,1,Tetraethylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf3676,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",N/A,HCD,specs_ms.mgf,ESI,Positive,195.123,3,lib-00052.mgf,Bronze,14.011,0.908183,71806.1,1,NIST17,NIST,195.123,N/A,0,4,C(COCCOCCOCCO)O,1,209.134,specs_ms.mgf,CCMSLIB00003441001,NA,499792,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2"
3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-2H2O,29743973,1,cis-10-Heptadecenoic acid,Isolated,NIST,0,spectra/specs_ms.mgf3681,"InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h7-8H,2-6,9-16H2,1H3,(H,18,19)/b8-7-",N/A,HCD,specs_ms.mgf,ESI,Positive,233.226,3,lib-00052.mgf,Bronze,24.0363,0.857702,103060,1,NIST17,NIST,233.226,N/A,0,8,CCCCCCC=CCCCCCCCCC(=O)O,1,209.19,specs_ms.mgf,CCMSLIB00003479326,NA,3189740,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h7-8H,2-6,9-16H2,1H3,(H,18,19)/b8-7-"
3684,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,285-40-2,1,cyclo(L-Val-L-Pro),Isolated,R Keyzers,196.121,spectra/specs_ms.mgf3684,N/A,N/A,qTof,specs_ms.mgf,DI-ESI,Positive,197.129,3,lib-00013.mgf,Bronze,14.0153,0.842257,71097.1,1,GNPS-LIBRARY,Keyzers,197.129,N/A,0,8,N/A,1,211.144,specs_ms.mgf,CCMSLIB00000007145,NA,1363850,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,33956499,1,"trans-8, trans-10-Dodecadien-1-ol",Isolated,NIST,0,spectra/specs_ms.mgf3687,"InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-5,13H,6-12H2,1H3/b3-2+,5-4+",N/A,HCD,specs_ms.mgf,ESI,Positive,183.174,3,lib-00052.mgf,Bronze,31.0423,0.875332,169469,1,NIST17,NIST,183.174,N/A,0,6,CC=CC=CCCCCCCCO,1,214.217,specs_ms.mgf,CCMSLIB00003717228,NA,271745,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-5,13H,6-12H2,1H3/b3-2+,5-4+"
3688,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C5H8O2,17791525,1,N-.alpha.-(tert-Butoxycarbonyl)-L-histidine,Isolated,NIST,0,spectra/specs_ms.mgf3688,"InChI=1S/C11H17N3O4/c1-11(2,3)18-10(17)14-8(9(15)16)4-7-5-12-6-13-7/h5-6,8H,4H2,1-3H3,(H,12,13)(H,14,17)(H,15,16)/t8-/m0/s1",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,156.077,3,lib-00052.mgf,Bronze,59.0095,0.979091,378080,1,NIST17,NIST,156.077,N/A,0,5,CC(C)(C)OC(=O)NC(CC1=C[NH+]=CN1)C(=O)[O-],1,215.086,specs_ms.mgf,CCMSLIB00003471564,NA,3529060,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C11H17N3O4/c1-11(2,3)18-10(17)14-8(9(15)16)4-7-5-12-6-13-7/h5-6,8H,4H2,1-3H3,(H,12,13)(H,14,17)(H,15,16)/t8-/m0/s1"
3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C11H15NO,479413702,1,"Dodecanoic acid, 12-[[(tricyclo[3.3.1.13,7]dec-1-ylamino)carbonyl]amino]-",Isolated,NIST,0,spectra/specs_ms.mgf3692,"InChI=1S/C23H40N2O3/c26-21(27)10-8-6-4-2-1-3-5-7-9-11-24-22(28)25-23-15-18-12-19(16-23)14-20(13-18)17-23/h18-20H,1-17H2,(H,26,27)(H2,24,25,28)",N/A,HCD,specs_ms.mgf,ESI,Positive,216.196,3,lib-00052.mgf,Bronze,0.0366058,0.907979,169.318,1,NIST17,NIST,216.196,N/A,0,5,C1C2CC3CC1CC(C2)(C3)NC(=O)NCCCCCCCCCCCC(=O)O,1,216.232,specs_ms.mgf,CCMSLIB00003593691,NA,563437,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C23H40N2O3/c26-21(27)10-8-6-4-2-1-3-5-7-9-11-24-22(28)25-23-15-18-12-19(16-23)14-20(13-18)17-23/h18-20H,1-17H2,(H,26,27)(H2,24,25,28)"
3693,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,98975,1,Pyrazine-2-carboxylic acid,Isolated,NIST,0,spectra/specs_ms.mgf3693,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,125.035,3,lib-00036.mgf,Bronze,92.0692,0.845149,736347,1,NIST14,NIST,125.035,N/A,0,4,N/A,1,217.104,specs_ms.mgf,CCMSLIB00000249026,NA,1416530,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,1603134082,1,3-Ethylmethcathinone,Isolated,NIST,0,spectra/specs_ms.mgf3695,"InChI=1S/C12H17NO/c1-4-10-6-5-7-11(8-10)12(14)9(2)13-3/h5-9,13H,4H2,1-3H3",N/A,HCD,specs_ms.mgf,ESI,Positive,192.138,3,lib-00052.mgf,Bronze,25.0205,0.873049,130221,1,NIST17,NIST,192.138,N/A,0,6,CCC1=CC=CC(=C1)C(=O)C(C)NC,1,217.159,specs_ms.mgf,CCMSLIB00003587608,NA,3930830,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C12H17NO/c1-4-10-6-5-7-11(8-10)12(14)9(2)13-3/h5-9,13H,4H2,1-3H3"
3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,54160,1,5-Hydroxyindole-3-acetic acid,Isolated,NIST,0,spectra/specs_ms.mgf3698,"InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)",N/A,HCD,specs_ms.mgf,ESI,Positive,192.066,3,lib-00052.mgf,Bronze,27.0125,0.973958,140642,1,NIST17,NIST,192.066,N/A,0,4,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,1,219.078,specs_ms.mgf,CCMSLIB00003457380,NA,3039010,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)"
3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cat,776256907,1,(.alpha.-Naphthoylethyl)trimethylammonium cation,Isolated,NIST,0,spectra/specs_ms.mgf3700,"InChI=1S/C16H20NO/c1-17(2,3)12-11-16(18)15-10-6-8-13-7-4-5-9-14(13)15/h4-10H,11-12H2,1-3H3/q+1",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,242.154,3,lib-00052.mgf,Bronze,23.0044,0.896188,94999.1,1,NIST17,NIST,242.154,N/A,0,4,C[N+](C)(C)CCC(=O)C1=CC=CC2=CC=CC=C21,1,219.15,specs_ms.mgf,CCMSLIB00003532046,NA,290400,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C16H20NO/c1-17(2,3)12-11-16(18)15-10-6-8-13-7-4-5-9-14(13)15/h4-10H,11-12H2,1-3H3/q+1"
3702,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,3646682,1,D-Glucosaminic acid,Isolated,NIST,0,spectra/specs_ms.mgf3702,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,196.082,3,lib-00036.mgf,Bronze,25.0103,0.835938,127550,1,NIST14,NIST,196.082,N/A,0,4,N/A,1,221.092,specs_ms.mgf,CCMSLIB00000314665,NA,1168820,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3705,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,39924522,1,Methyl jasmonate,Isolated,NIST,0,spectra/specs_ms.mgf3705,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,207.138,3,lib-00036.mgf,Bronze,14.0158,0.872898,67664,1,NIST14,NIST,207.138,N/A,0,7,N/A,1,221.154,specs_ms.mgf,CCMSLIB00000302727,NA,2208320,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,15119343,1,3-Cyanocoumarin,Isolated,NIST,0,spectra/specs_ms.mgf3708,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,172.039,3,lib-00036.mgf,Bronze,50.9203,0.817442,295981,1,NIST14,NIST,172.039,N/A,0,4,N/A,1,222.959,specs_ms.mgf,CCMSLIB00000329775,NA,7473170,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3712,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2922830,1,Spectral Match to L-Kynurenine from NIST14,Isolated,Data deposited by lfnothias,208.214,spectra/specs_ms.mgf3712,"1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",N/A,qTof,specs_ms.mgf,LC-ESI,Positive,209.089,3,lib-00036.mgf,Bronze,14.0192,0.850599,67048.9,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,209.089,N/A,0,8,N/A,1,223.108,specs_ms.mgf,CCMSLIB00003139975,NA,1059030,UPDATE-SINGLE-ANNOTATED-BRONZE,"1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1"
3713,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,24800440,1,Tripropylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf3713,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,193.143,3,lib-00036.mgf,Bronze,30.0075,0.817869,155364,1,NIST14,NIST,193.143,N/A,0,5,N/A,1,223.15,specs_ms.mgf,CCMSLIB00000402817,NA,543161,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3715,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,N/A,1,B08A23,Commercial,Sirenas Marine Discovery,0,spectra/specs_ms.mgf3715,N/A,N/A,qTof,specs_ms.mgf,LC-ESI,Positive,209.156,3,lib-00010.mgf,Bronze,15.9928,0.863784,76463.5,1,GNPS-FAULKNERLEGACY,Sirenas Marine Discovery,209.156,N/A,0,7,N/A,1,225.149,specs_ms.mgf,CCMSLIB00000081116,NA,785093,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3717,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,6186987,1,11-cis-Vaccenyl acetate,Isolated,NIST,0,spectra/specs_ms.mgf3717,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,311.294,3,lib-00036.mgf,Bronze,85.0409,0.810286,273185,1,NIST14,NIST,311.294,N/A,0,4,N/A,1,226.253,specs_ms.mgf,CCMSLIB00000317325,NA,351215,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+NH4]+,N/A,1,MUCIC ACID,isolated,MoNA:VF-NPL-QEHF011368,0,spectra/specs_ms.mgf3718,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3+,4-",N/A,ESI-QFT,specs_ms.mgf,N/A,positive,228.071,3,lib-00029.mgf,Bronze,0.125,0.887029,548.075,1,MONA,MoNA,228.071,N/A,0,9,N/A,1,228.196,specs_ms.mgf,CCMSLIB00004702431,NA,553191,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3+,4-"
3724,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,NA,1,xanthocerin,Isolated,TJ Ling,248.068,spectra/specs_ms.mgf3724,"InChI=1S/C13H12O5/c1-6-2-12(16)17-11-5-8-9(15)3-7(14)4-10(8)18-13(6)11/h2-4,11,13-15H,5H2,1H3/t11-,13-/m1/s1",NA,qTof,specs_ms.mgf,LC-ESI,Positive,249.077,3,lib-00036.mgf,Bronze,17.9389,0.810513,72021.5,1,GNPS-LIBRARY,TJ Ling,249.077,NA,0,5,OC1=C(C[C@@H](OC(C=C2C)=O)[C@@H]2O3)C3=CC(O)=C1,1,231.138,specs_ms.mgf,CCMSLIB00000579259,NA,839992,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C13H12O5/c1-6-2-12(16)17-11-5-8-9(15)3-7(14)4-10(8)18-13(6)11/h2-4,11,13-15H,5H2,1H3/t11-,13-/m1/s1"
3732,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+H],75946-25-7,1,ReSpect:PT106090 L-beta-homomethionine-HCl|R-3-Amino-5-(methylthio)pentanoic acid hydrochloride|(3R)-3-amino-5-methylsulfanylpentanoic acid,Isolated,ReSpect,0,spectra/specs_ms.mgf3732,"1/C6H13NO2S/c1-10-3-2-5(7)4-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1/f/h8H",N/A,LC-Q-TOF/MS,specs_ms.mgf,ESI,Positive,164.074,3,lib-00036.mgf,Bronze,71.034,0.808845,432939,1,RESPECT,Putative ReSpect Match,164.074,N/A,0,4,CSCCC(CC(=O)O)N,1,235.108,specs_ms.mgf,CCMSLIB00000221265,NA,530448,UPDATE-SINGLE-ANNOTATED-BRONZE,"1/C6H13NO2S/c1-10-3-2-5(7)4-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1/f/h8H"
3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,24738485,1,"Dodeca-2(E),4(E)-dienoic acid",Isolated,NIST,0,spectra/specs_ms.mgf3733,"InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+",N/A,HCD,specs_ms.mgf,ESI,Positive,179.143,3,lib-00052.mgf,Bronze,55.99,0.803637,312544,1,NIST17,NIST,179.143,N/A,0,6,CCCCCCCC=CC=CC(=O)O,1,235.133,specs_ms.mgf,CCMSLIB00003575191,NA,718350,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+"
3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,1139179,1,(-)-Isolongifolol,Isolated,NIST,0,spectra/specs_ms.mgf3738,N/A,N/A,Q-TOF,specs_ms.mgf,ESI,Positive,205.195,3,lib-00048.mgf,Bronze,32.0263,0.825321,156077,1,NIST14,NIST,205.195,N/A,0,7,N/A,1,237.221,specs_ms.mgf,CCMSLIB00000351880,NA,102454,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
3746,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,0,1,Ser-Ile,Isolated,NIST,0,spectra/specs_ms.mgf3746,"InChI=1S/C9H18N2O4/c1-3-5(2)7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6-,7-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,219.134,3,lib-00052.mgf,Bronze,24.0031,0.88545,109536,1,NIST17,NIST,219.134,N/A,0,6,CCC(C)C(C(=O)O)NC(=O)C(CO)N,1,243.137,specs_ms.mgf,CCMSLIB00003737612,NA,233485,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C9H18N2O4/c1-3-5(2)7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6-,7-/m0/s1"
3747,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,0,1,Ser-Ile,Isolated,NIST,0,spectra/specs_ms.mgf3747,"InChI=1S/C9H18N2O4/c1-3-5(2)7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6-,7-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,219.134,3,lib-00052.mgf,Bronze,24.0025,0.946287,109534,1,NIST17,NIST,219.134,N/A,0,6,CCC(C)C(C(=O)O)NC(=O)C(CO)N,1,243.136,specs_ms.mgf,CCMSLIB00003737612,NA,1404080,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C9H18N2O4/c1-3-5(2)7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)/t5-,6-,7-/m0/s1"
3753,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-CH4O3,821385,1,Tetradecanedioic acid,Isolated,NIST,0,spectra/specs_ms.mgf3753,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)",N/A,HCD,specs_ms.mgf,ESI,Positive,195.174,3,lib-00052.mgf,Bronze,53.9742,0.814273,276544,1,NIST17,NIST,195.174,N/A,0,6,C(CCCCCCC(=O)O)CCCCCC(=O)O,1,249.148,specs_ms.mgf,CCMSLIB00003464983,NA,9560760,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)"
3757,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M-H-H2O,478080,1,Lucidin,Isolated,NIST,0,spectra/specs_ms.mgf3757,"InChI=1S/C15H10O5/c16-6-10-11(17)5-9-12(15(10)20)14(19)8-4-2-1-3-7(8)13(9)18/h1-5,16-17,20H,6H2",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Negative,251.035,3,lib-00052.mgf,Bronze,0.078598,0.96084,313.096,1,NIST17,NIST,251.035,N/A,0,5,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)CO)O,1,250.956,specs_ms.mgf,CCMSLIB00003555157,NA,8283960,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C15H10O5/c16-6-10-11(17)5-9-12(15(10)20)14(19)8-4-2-1-3-7(8)13(9)18/h1-5,16-17,20H,6H2"
3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-CH2O2,818882,1,Sebacic acid monomethyl ester,Isolated,NIST,0,spectra/specs_ms.mgf3762,"InChI=1S/C11H20O4/c1-15-11(14)9-7-5-3-2-4-6-8-10(12)13/h2-9H2,1H3,(H,12,13)",N/A,HCD,specs_ms.mgf,ESI,Positive,171.138,3,lib-00052.mgf,Bronze,81.9805,0.885271,479032,1,NIST17,NIST,171.138,N/A,0,4,COC(=O)CCCCCCCCC(=O)O,1,253.118,specs_ms.mgf,CCMSLIB00003466416,NA,2142730,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C11H20O4/c1-15-11(14)9-7-5-3-2-4-6-8-10(12)13/h2-9H2,1H3,(H,12,13)"
