feature_number,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore,Exp2_MediaBlank_A_DOM_I,Exp2_MediaBlank_A_DOM_II,Exp2_MediaBlank_A_Unfil_I,Exp2_MediaBlank_A_Unfil_II,Exp2_Pn-delicatissima_A_DOM_I,Exp2_Pn-delicatissima_A_DOM_II,Exp2_Pn-delicatissima_A_Unfil_I,Exp2_Pn-delicatissima_A_Unfil_II,Exp2_Pn-delicatissima_B_DOM_I,Exp2_Pn-delicatissima_B_DOM_II,Exp2_Pn-delicatissima_B_Unfil_I,Exp2_Pn-delicatissima_B_Unfil_II,Exp2_Pn-galaxiae_A_DOM_I,Exp2_Pn-galaxiae_A_DOM_II,Exp2_Pn-galaxiae_A_Unfil_I,Exp2_Pn-galaxiae_A_Unfil_II,Exp2_Pn-galaxiae_B_DOM_I,Exp2_Pn-galaxiae_B_DOM_II,Exp2_Pn-galaxiae_B_Unfil_I,Exp2_Pn-galaxiae_B_Unfil_II,Exp2_Pn-hasleana_A_DOM_I,Exp2_Pn-hasleana_A_DOM_II,Exp2_Pn-hasleana_A_Unfil_I,Exp2_Pn-hasleana_A_Unfil_II,Exp2_Pn-hasleana_B_DOM_I,Exp2_Pn-hasleana_B_DOM_II,Exp2_Pn-hasleana_B_Unfil_I,Exp2_Pn-hasleana_B_Unfil_II,Exp2_Pn-multiseries_A_DOM_I,Exp2_Pn-multiseries_A_DOM_II,Exp2_Pn-multiseries_A_Unfil_I,Exp2_Pn-multiseries_A_Unfil_II,Exp2_Pn-multiseries_B_DOM_I,Exp2_Pn-multiseries_B_DOM_II,Exp2_Pn-multiseries_B_Unfil_I,Exp2_Pn-multiseries_B_Unfil_II,Exp2_Pn-subpacifica_A_DOM_I,Exp2_Pn-subpacifica_A_DOM_II,Exp2_Pn-subpacifica_A_Unfil_I,Exp2_Pn-subpacifica_A_Unfil_II,Exp2_Pn-subpacifica_B_DOM_I,Exp2_Pn-subpacifica_B_DOM_II,Exp2_Pn-subpacifica_B_Unfil_I,Exp2_Pn-subpacifica_B_Unfil_II
5595,353.1707459,4.004904123,18,24,3,3,0,0,0,0,0,0,0,1.333333333,0.166666667,0.166666667,0.407407407,8.5,0.472222222,C18H24N3O3,0.999199199,98597.54057000001,113719.7146,197368.526,167445.4159,1249543.686,1147995.3,1554073.3069999998,1657723.2980000002,1467685.254,640696.4982,1409169.881,2116606.568,348069.5339,482667.9904,388764.9419,470549.6875,289752.7913,520037.1497,403498.6441,247931.1018,400022.3596,452064.8456,461162.2746,180956.0446,388295.1382,1045047.7640000001,379823.6358,537614.2894,451462.1519,445598.4502,549497.8861,343371.6588,893390.6297,975799.4492,948827.0947,2144.8701929999997,976250.1374,160747.8872,604395.4534,1280402.186,609076.6963,432365.4217,280325.6595,1118720.307
5598,359.2210147,10.60171244,22,30,4,0,0,0,0,0,0,0,0,1.363636364,0.181818182,0,0.3,8,0.363636364,C22H30O4,1,783333.6091,500659.6311,444570.7513,557662.1196,1824754.334,1335133.256,5292329.069,44900000,971041.4462,1208855.8429999999,9499009.954,13200000,1893228.721,769804.8508,11600000,5498289.876,2995932.865,2188505.869,18700000,10600000,10600000,7314487.5479999995,20300000,22800000,3170310.403,1430313.257,16400000,40200000,906068.4826,1513531.58,6655302.293,3103511.615,1218862.752,431385.8579,2365452.599,200778.6199,655611.1844,188297.4102,339110.5235,333987.7538,389472.5754,1372676.03,304707.5107,533307.0535
5605,369.2623608,8.557448339,21,36,5,0,0,0,0,0,0,0,0,1.714285714,0.238095238,0,0.081081081,4,0.19047619,C21H36O5,1,52934.10353,20485.522119999998,20548.8903,15376.126409999999,29686.569760000002,33759.74413,0,60498.105670000004,91870.2249,175679.0221,39969.0847,59916.10069,264115.0878,190820.758,183078.432,191985.6023,223233.7806,47123.54219,977518.2396,913355.6037,77756.04692000001,133307.9732,133484.2692,74244.45678,330861.1664,549987.1011,0,49742.42991,47720.559089999995,63245.74575,42013.5793,27761.146189999996,30819.450930000003,53741.31566,61063.98744,953.5936388,28993.681139999997,81436.65091,71337.74282,67100.85359,90928.09246,50761.81882,52422.08065,105216.1976
5612,379.2265718,10.49700981,25,30,3,0,0,0,0,0,0,0,0,1.2,0.12,0,0.404255319,11,0.44,C25H30O3,1,71467.61995,106883.9364,101635.9608,110700.6444,152449.2023,104340.1649,663554.5096,393082.091,382347.1143,365251.0473,716885.2481,260089.70899999997,95572.49917000001,108640.31599999999,455038.8443,190016.1301,1121679.005,104455.2029,477980.1565,332382.67100000003,125502.4773,60421.025910000004,404916.7681,580957.1105,159415.5411,75820.52582000001,457556.6056,1312338.969,46617.42303,82416.02316,188310.5816,84126.14524,98483.71086,48302.4369,273006.646,18403.45149,51657.26118,0,47407.11043,0,29213.177089999997,0,65795.23194,126944.4193
5614,380.2191192,3.11424005,19,29,5,3,0,0,0,0,0,0,0,1.526315789,0.263157895,0.157894737,0.222222222,7,0.368421053,C19H29N3O5,0.9997998,0,27148.06444,31266.26302,17633.57484,57095.27382,40916.41906,87046.42214,30406.708469999998,19856.6778,0,43384.13617,179120.9325,27786.46886,8862.359491,588923.1261,526805.4378,26218.44973,16607.95581,821910.9546,895472.7459,22127.73241,22339.70993,645024.7741,581003.8267,33490.02481,74939.15733999999,812491.1077,759500.7012,17542.9687,72732.22688999999,1228298.064,1351215.342,27531.6032,28377.78574,1426995.197,98247.43736,11605.33264,12569.61875,557934.0532,429163.6136,0,0,551550.4742,457339.0399
5615,381.2044532,10.62557801,22,26,3,3,0,0,0,0,0,0,0,1.181818182,0.136363636,0.136363636,0.485714286,11.5,0.522727273,C22H26N3O3,0.981281281,126058.0779,41676.37527,115686.4283,87417.1472,284850.308,261814.9779,2470992.7709999997,5543094.176,183031.5398,69532.31541,2010457.761,4280778.146000001,180031.0436,192124.3626,1056793.539,1304689.4,616927.4945,399479.5939,4061241.2830000003,2536277.978,789797.1409,614267.9585,5859431.565,4404519.449,500781.5921,251887.0313,7212424.982000001,8721626.587000001,162446.9289,127276.067,471629.1009,931822.0992,47238.696280000004,152289.4198,591302.5714,138176.6081,0,0,88369.38872,304543.0541,43066.206289999995,0,48766.941739999995,56344.865060000004
5616,381.2431864,9.718245515,25,32,3,0,0,0,0,0,0,0,0,1.28,0.12,0,0.361702128,10,0.4,C25H32O3,1,26362.05113,33530.876339999995,22027.29637,22119.15448,596054.666,185586.0292,5040145.338,2967014.979,328974.9353,205264.8769,3523915.753,2839889.6569999997,257014.0216,172663.65600000002,2880862.787,3009847.95,856431.9354,344618.4312,3571528.389,2663775.575,688450.0988,556555.8953,7045814.972999999,9068899.781,411165.06799999997,329109.3226,6152157.003,4179718.172,58845.62923,29576.6643,802031.9378,1189460.961,45232.12612,37110.46893,794957.9584,108861.0076,23186.329319999997,26545.491,140404.5897,132369.8564,38596.12775,61732.13873,109490.5918,137922.4267
5618,386.0693656,0.950043032,11,19,8,3,2,0,0,0,0,0,0,1.727272727,0.727272727,0.272727273,0,4,0.363636364,C11H19N3O8S2,0.990790791,103843.3606,46280.27964,14918.34835,6954.203493999999,22200.63165,43767.17186,3618137.423,4133305.6010000003,19797.63887,75847.1396,4762826.779,3625927.8419999997,139693.2103,146952.8049,2846848.663,3421483.608,355867.638,160874.32,2371865.747,2567954.703,1004571.872,1221660.535,7739479.651000001,7648418.31,211691.7983,56406.84935,3808736.24,4001794.777,27483.52465,84996.93523999999,475104.586,381491.2134,23563.534069999998,50037.7644,419840.1086,39386.22525,31022.21924,71700.45672999999,50350.11598,20322.42167,50403.17877,99780.23034,64896.41221,53035.60808
5621,393.1541679,2.930050261,16,20,6,6,0,0,0,0,0,0,0,1.25,0.375,0.375,0.571428571,10,0.625,C16H20N6O6,0.986186186,64742.45596,118128.873,184726.0727,309457.5981,217720.8057,259917.6747,289643.9643,275760.00399999996,251753.9985,468108.4969,234000.4608,160048.79,6324428.464,6459243.742000001,4775534.855,5689087.012999999,15600000,13700000,7011223.432999999,6866167.507999999,13400000,9861646.613,12200000,12600000,9630538.965,9280865.152,13200000,11200000,403797.1418,460165.4209,606039.6246,541492.5054,565795.5989,616617.203,649164.4746,29495.042589999997,452416.3734,479699.8357,240827.4154,310009.9549,276267.8115,147697.8002,452835.2154,464831.3892
5627,421.280973,8.731138098,20,41,5,2,0,1,0,0,0,0,0,2.05,0.25,0.1,0,2,0.1,C20H41N2O5P,1,0,0,0,10195.17428,561414.8739,279177.9222,702680.4144,1782997.164,810014.2742,1267185.397,194411.527,497281.5107,248723.9575,286571.5456,143371.12699999998,286884.4204,775087.8597,915267.6569,1011408.2459999999,384700.9816,674308.5012,446666.9721,1396472.8369999998,729055.1831,378347.17,588051.9837,388686.6426,1074532.93,469572.7475,389144.7135,885696.3909,585417.3948,141059.9949,85645.7431,241361.7905,6357.7711850000005,833971.2379,1168515.665,834352.3201,1422193.791,1541720.007,551212.7151,730078.3373,2289990.285
5638,457.2579844,8.08925008,23,32,4,6,0,0,0,0,0,0,0,1.391304348,0.173913043,0.260869565,0.4,11,0.47826087,C23H32N6O4,0.992492492,70309.62483,52342.82702,37918.888810000004,103898.659,493132.1192,493083.4131,1637347.226,522025.864,668349.3441,386128.4889,4765790.911,1102227.356,231311.7288,253567.2065,1115327.1090000002,669783.7424,773116.146,693944.8354,801610.9267,413375.0092,294578.8253,364260.273,618816.0073,722379.2598,874657.6362,218902.8531,693375.6272,883312.1356,625481.2841,714892.2490000001,497954.00700000004,447593.80700000003,575451.0137,480137.5795,535913.1195,28631.70425,276757.0627,113791.2786,322450.5819,509884.3273,146440.6867,225387.2281,357866.9195,448079.7321
5639,457.2573404,9.72124091,20,41,9,0,0,1,0,0,0,0,0,2.05,0.45,0,0,1,0.05,C20H41O9P,1,147117.9619,301919.0624,269357.2894,269388.5786,802672.2251,832840.8840000001,13000000,73300000,507119.48799999995,498863.2526,78900000,125000000,380621.624,866308.0835,9273441.582,2931830.421,392937.8323,496953.4262,106000000,6788892.653,289822.5087,378023.1004,102000000,120000000,681992.1309999999,679244.6921,84800000,94100000,1024364.559,862977.0305,8860089.992,14900000,1068807.966,303905.8283,16000000,816393.0190000001,368459.6314,435949.3639,3859313.43,3235596.8680000002,814498.9734,602555.059,2840546.849,2257515.5130000003
5645,461.2722481,7.176799134,20,43,6,2,0,1,0,0,0,0,0,2.15,0.3,0.1,0,1,0.05,C20H43N2O6P,0.996796797,452238.2785,364325.0121,352827.2006,403837.71,6264610.595,5840385.379,9293442.571,7533783.363,11600000,13700000,4803833.441000001,3723692.703,5120752.885,4453379.034,1142942.87,3075183.526,11900000,9983249.363,5271916.674,6031472.892999999,3242303.8219999997,4036629.376,5498200.151000001,4417673.2469999995,9292770.182,7891311.289,6576155.627,6980285.307,6725037.807999999,5923761.36,4028547.1780000003,4716176.827,1600977.924,3241110.686,1794977.1519999998,11197.8086,19600000,18800000,17800000,18400000,35000000,36000000,31400000,35500000
5647,465.2620588,9.950761551,22,41,8,0,0,1,0,0,0,0,0,1.863636364,0.363636364,0,0,3,0.136363636,C22H41O8P,1,56328.362279999994,121582.4614,33628.60895,63111.42509,737541.6949,530675.4657,156000000,211000000,977896.0562,874792.1418,459000000,657000000,494253.3035,633844.9441,172000000,46100000,4099893.107,1742701.468,230000000,129000000,4918809.326,4412848.807,219000000,1070000000,1145378.98,284580.049,187000000,1130000000,429218.9325,348445.4177,34300000,44700000,704930.0952,269378.993,38800000,1568487.927,289727.7017,368895.9267,16100000,7317949.1729999995,109106.9294,180053.7638,5374419.118,4144414.409
5650,475.2167687,8.627702364,23,30,7,4,0,0,0,0,0,0,0,1.304347826,0.304347826,0.173913043,0.35483871,11,0.47826087,C23H30N4O7,0.998298298,0,0,0,14452.212419999998,10867.008909999999,12411.67517,79864.73855,656602.0782,17949.54948,0,45602.48565,206207.9828,0,0,0,88479.10362000001,0,0,287159.735,709984.191,0,0,743238.7840000001,2331157.1119999997,0,0,473345.5632,1615446.3830000001,0,0,0,19186.12888,10927.153890000001,6264.1466740000005,16196.048880000002,546.7569503999999,0,0,22029.65242,0,0,0,0,0
5654,479.2985071,10.0168422,23,48,2,2,1,2,0,0,0,0,0,2.086956522,0.086956522,0.086956522,0,2,0.086956522,C23H48N2O2P2S,1,1006756.2829999999,383048.3841,341783.5251,393049.4155,630734.6661,798456.9712,4616283.097,4269900.437,698235.8639,292759.9475,2999593.9469999997,9350300.899,1156715.116,684302.6643,2714763.119,4046280.539,1304142.41,680371.4929,17200000,11800000,2085560.654,1396639.178,14500000,22700000,407359.7257,522021.3268,1007653.28,27500000,679454.31740000006,597025.8214,4937814.665,501459.9502,319365.1374,637407.2377,5310314.275,219270.5642,761254.9414,1171579.11,870273.8998,830452.3022,958900.3336,612400.2748,829602.4133,563669.7253
5657,487.2529659,8.287615447,25,34,6,4,0,0,0,0,0,0,0,1.36,0.24,0.16,0.333333333,11,0.44,C25H34N4O6,0.998198198,0,0,0,0,12431.6752,24160.8097,0,0,0,0,44357.346639999996,0,18932.04586,9605.577016,29660.99698,31693.63212,31785.393480000002,27298.4328,57240.55085,44352.42539,0,17491.36881,0,46035.09024,0,21644.783519999997,0,0,22428.527830000003,0,0,24591.77778,4704.541939,7048.877215,14159.271980000001,0,29890.621239999997,25502.9116,78450.7317,15835.94156,39848.091589999996,49754.13862,107612.758,23954.147930000003
5659,498.2854712,9.980334001,21,41,7,5,0,0,0,0,0,0,0,1.952380952,0.333333333,0.238095238,0,4,0.19047619,C21H41N5O7,0.991791792,268635.378,20312.99173,0,42228.86811,3233506.414,4567458.01,1181474.541,2005227.468,4895441.595,5506561.494,433308.99299999996,229604.2457,2350215.326,2715683.358,491955.5991,2800102.6810000003,3600184.483,1801175.495,2539063.671,3298294.33,5271314.366,4302967.245,1020671.272,575914.5293,5361614.31,4354693.302,833684.5466,548204.6484,4776875.502,3606512.818,4162486.285,4548439.658,1094364.913,1115359.043,988568.7691,11707.62807,7749093.619,7524090.862000001,9690871.292000001,9325708.776,9308174.509,8606293.489,11600000,10500000
5663,505.2551917,9.988536035,22,43,9,0,0,1,0,0,0,0,0,1.954545455,0.409090909,0,0,2,0.090909091,C22H43O9P,0.998998999,104060.3367,31514.04403,31943.898110000002,28235.67474,1577343.919,1585275.3090000001,81300000,1053485.955,801402.8495,679371.5602,228000000,250000000,562681.7554,523741.4731,345000000,36700000,28000000,3766543.001,128000000,82100000,9887674.613,68600000,108000000,221000000,7939987.067000001,1057287.313,108000000,241000000,597789.081,39746.14895,60900000,85200000,333355.3688,820190.9488,93800000,3820999.8239999996,491341.9078,1117085.915,11000000,20400000,348145.607,339665.56299999997,18800000,8154729.115
5664,515.41987,10.12632251,32,54,3,2,0,0,0,0,0,0,0,1.6875,0.09375,0.0625,0.157894737,7,0.21875,C32H54N2O3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28716.32456,0,0,53801.50317999999,0,0,0,0,0
5668,524.2660959,7.35979701,30,37,7,1,0,0,0,0,0,0,0,1.233333333,0.233333333,0.033333333,0.352941176,13,0.433333333,C30H37NO7,1,0,0,7937.088745999999,0,4427951.175,4233065.0139999995,5590052.177,5884161.37,6649331.709,6873906.954,2757061.005,2225548.079,2049423.629,1838910.18,781757.2077,1029034.9079999999,989141.682,1461580.25,2496915.8959999997,2038728.125,3444049.6380000003,1174638.221,3013424.957,2898558.3019999997,2047199.4640000002,3253656.6789999995,426732.6917,603290.0582,3104033.758,3145843.646,2611324.525,1341248.847,170660.9797,456319.386,229236.0451,1140.2155109999999,3705545.296,3720233.477,4036279.393,4270443.547,5048374.346,5170457.603999999,5202577.36,5441855.892000001
5670,536.3577855,9.92719126,30,49,7,1,0,0,0,0,0,0,0,1.633333333,0.233333333,0.033333333,0.117647059,7,0.233333333,C30H49NO7,1,20720.5933,13654.48945,0,0,227135.7656,165857.71300000002,110134.3403,297243.5625,30487.41977,153001.8935,191564.6915,79537.48912,0,55375.06781,0,0,0,0,286319.8948,131652.0653,70942.31425,0,75417.50515,0,46068.37908,64220.50102,151045.8867,95245.72329,0,28054.36087,76693.63211,0,28227.51093,26584.83322,0,0,199234.1835,79255.88597,198803.1479,241717.8617,532586.4074,112421.0421,147693.7294,371890.4121
5671,546.3780244,10.08075025,32,51,6,1,0,0,0,0,0,0,0,1.59375,0.1875,0.03125,0.160714286,8,0.25,C32H51NO6,1,0,0,0,23754.48322,2591324.223,50453.67324,10900000,36200000,59256.52458,424731.6129,32400000,39300000,930801.5403,1657113.159,234082.03,843779.2424,5163719.061000001,1499224.146,1673839.2119999998,1677435.295,1013364.97,2754877.1739999996,0,546882.4534,122284.2431,435697.0862,1205562.071,2334253.2909999997,98102.48367,1537292.096,292321.9252,257510.147,180710.7416,994050.7219,775557.6209,28846.00047,5013260.575,280658.6757,396577.4345,568695.2612,0,8862201.659,119794.314,12100000
5675,557.4135913,10.46168837,25,56,9,4,0,0,0,0,0,0,0,2.24,0.36,0.16,0,0,0,C25H56N4O9,1,0,0,0,85823.78344,2030953.775,2890520.15,1989918.174,3857131.64,3578171.2430000002,4961961.009,1082551.0890000002,1662127.3490000002,1360711.8390000002,604960.0042,213058.5043,632640.815,3224685.635,1825123.044,2928400.857,2013974.946,2669977.465,1412404.466,931643.3203,1661449.844,2423163.704,2148641.0919999997,3054022.972,3195740.98,1480718.5119999999,305274.1808,2472646.248,3298457.9669999997,689109.0796,649703.9125,558387.88,18656.49326,5475588.472,6049738.051,5102643.33,5282957.155,5477004.31,6880371.415,7857057.687000001,11600000
5686,611.1717226,8.287283909,18,36,15,4,0,2,0,0,0,0,0,2,0.833333333,0.222222222,0,4,0.222222222,C18H36N4O15P2,0.987687688,0,0,6441.427122,0,0,42237.34104,60093.3926,0,0,0,0,0,284924.2079,511134.8298,7234588.919,9046806.802000001,2932573.96,2622464.268,3487522.4269999997,1435806.822,2451096.055,2686095.6289999997,3670516.102,1790647.4619999998,804984.5543,838701.2371,991932.7909,1658185.6369999999,12948.03956,85271.40597,511150.2922,847526.5987,12006.36317,243145.2956,434048.4275,14059.70926,103635.0914,104084.8346,1052048.886,1019557.927,44379.98789,19725.79871,208942.0217,381179.6006
5689,636.2161791,8.332340538,27,45,8,1,0,4,0,0,0,0,0,1.666666667,0.296296296,0.037037037,0.083333333,8,0.296296296,C27H45NO8P4,1,0,11673.91869,29248.061889999997,8338.246911,0,34838.95588,56189.44809,86027.04104,0,0,202388.0683,236764.2483,18733.95554,11145.026109999999,236460.4922,401197.4041,26854.5811,77204.80136,0,233134.2569,104017.4475,138032.6443,522808.6374,426122.7865,0,70760.00627,172566.6774,297591.4246,0,0,1114088.65,2774789.973,0,0,1624687.362,64674.44832999999,0,0,741443.7211,666445.4624,0,0,572160.6766,786993.2973
5690,636.2165955,8.522564895,27,45,8,1,0,4,0,0,0,0,0,1.666666667,0.296296296,0.037037037,0.083333333,8,0.296296296,C27H45NO8P4,1,0,11673.91869,0,8338.246911,57201.3807,523792.1047,480170.3222,537075.9382,0,25240.65435,241619.2684,439710.2129,36727.13795,81674.20975,557984.297,1125709.918,401745.2347,593235.2425,131275.0505,291565.6239,679488.3952,827721.8479,1752639.7659999998,1964085.531,29826.70885,70760.00627,464677.1371,1768492.1330000001,0,0,4499790.757,6787920.455,0,6337.38415,3730376.4110000003,186025.6451,0,18424.83935,1295706.11,1425917.041,0,0,823130.2009,1643438.271
5692,647.4613705,12.63126428,35,64,7,2,0,0,0,0,0,0,0,1.828571429,0.2,0.057142857,0.016949153,5,0.142857143,C35H64N2O7,1,0,0,0,0,0,0,9487175.257000001,8845838.456,0,5637.927055,7503841.465,11400000,0,0,9603.034056999999,3523.3095689999996,12220.038690000001,17256.287669999998,0,0,14794.910909999999,9046.012302,8893856.855,10300000,0,0,5671680.395,6114586.311000001,0,10093.528620000001,18600000,6868580.7979999995,0,9048.703027,5856233.722,260597.7159,0,0,297176.5513,400472.6533,0,7224.250868000001,236063.1993,342966.4709
5695,659.3868354,11.96261962,41,55,5,0,0,1,0,0,0,0,0,1.341463415,0.12195122,0,0.32,15,0.365853659,C41H55O5P,1,0,0,0,0,0,0,1948858.165,45000000,10566.829029999999,0,163000000,69700000,0,0,132000000,10500000,13881.15509,4678.543224,992000000,282000000,38491.57127,7267.816976000001,426000000,156000000,18783.20696,8662.061574,202000000,189000000,0,0,705000000,107000000,0,0,185000000,5700405.924,0,0,277000000,21800000,6463.369055,9424.088848000001,112000000,588000000
5697,680.3704653,4.89507779,28,57,17,1,0,0,0,0,0,0,0,2.035714286,0.607142857,0.035714286,0,1,0.035714286,C28H57NO17,1,328494.9668,286071.0263,226602.3769,423172.7913,1851749.632,2983632.828,849667.837,667117.584,1883728.063,4554256.938999999,1647703.6609999998,624488.2048,3930353.731,8796327.562,1711720.575,3798240.151,2036817.096,1504062.9840000002,2115509.055,2320597.108,1433210.9640000002,766419.2996,762864.4545,853768.8695,5781414.518999999,3977345.707,474672.3605,339011.6891,5521084.595,4281501.291999999,2536657.0840000003,4903527.17,2343060.023,2848251.8430000003,784977.2125,135693.5192,14100000,17400000,19600000,15200000,19400000,21200000,24000000,19300000
5699,761.4486039,12.38043283,35,64,10,6,1,0,0,0,0,0,0,1.828571429,0.285714286,0.171428571,0,7,0.2,C35H64N6O10S,1,0,11661.37573,0,0,0,24379.50839,324996.5725,164447.3731,0,0,12500000,3445372.87,6347.176695,8424.946584000001,5554303.686000001,233874.4516,0,0,129000000,464189.6257,81527.43409,54840.824,12100000,377276.394,0,0,4189031.645,181000000,0,0,0,0,0,0,244000000,190000000,17482.83891,50441.02381,269000000,399087.9058,0,0,203000000,189000000
5700,787.4643265,12.5781854,37,66,10,6,1,0,0,0,0,0,0,1.783783784,0.27027027,0.162162162,0,8,0.216216216,C37H66N6O10S,0.998198198,0,0,0,0,0,0,274093.5299,115403.31199999999,10995.34428,0,10200000,6079845.687999999,0,0,188000000,150468.104,0,0,294311.7912,64130.55094,0,0,206917.8567,159999.9256,0,0,278225.9619,584224.6155,0,0,0,10306.68375,0,0,2060543.98,292552.1048,13752.373669999999,0,306967.9171,89896.91782999999,0,0,1770274.35,2409225.1
5710,176.0708292,2.231134037,10,9,2,1,0,0,0,0,0,0,0,0.9,0.2,0.1,0.6875,7,0.7,C10H9NO2,1,91691.74961,77922.88468999999,90706.5329,53608.71883,477788.2971,987775.8621,12000000,21500000,97981.16582000001,168808.4153,302210.2667,2037943.064,50195.40627,56995.45198,724289.985,261700.5251,636181.3303,1009043.058,1160726.763,939672.7716,391946.3342,155259.7143,14100000,31100000,48008.3895,66582.51391000001,29800000,26900000,99643.99925,45715.499789999994,26660.98874,71895.82631,49835.56908,90397.60498999999,69542.5306,14622.5764,32434.5759,28633.358139999997,118822.8088,108707.8373,19744.93803,62634.09975,105844.3432,88327.17639
5712,188.0707073,6.492703574,11,9,2,1,0,0,0,0,0,0,0,0.818181818,0.181818182,0.090909091,0.722222222,8,0.727272727,C11H9NO2,1,204628.2282,77590.11229,160541.9871,120673.7891,314639.1043,355124.4617,955094.0865,1297647.4679999999,392268.7672,230809.2433,671657.2275,967907.5584,431566.7509,202681.3921,1799106.2140000002,1205952.922,640156.9441,920349.6522,1501392.56,2079513.628,533609.6156,591682.2894,1466702.868,1577243.2869999998,290580.0154,565674.2537,2210604.736,2266082.816,185821.9183,273490.8511,293771.2952,106621.186,249657.4143,264908.1922,286579.3552,9864.622567,59210.04845,85354.04763,30627.55374,54592.913929999995,53756.34149,38161.68309,35818.5678,96661.27702000001
5715,207.1381126,9.849705236,13,18,2,0,0,0,0,0,0,0,0,1.384615385,0.153846154,0,0.333333333,5,0.384615385,C13H18O2,1,358860.1994,1013581.317,565148.3663,333412.9326,2293792.473,635435.089,36400000,24000000,851024.6958,546059.6315,736728.0943,23600000,850675.7356,500370.7715,23100000,42100000,2221686.559,1783567.868,34700000,31300000,7612882.993,7423499.283,34200000,33700000,1616842.476,619370.6855,51300000,22900000,755843.9029,1113780.834,2346587.566,1621766.935,629966.0473,506329.6661,906872.0439,76731.49071,776612.5103,625827.3207,1062971.58,4366626.179,851736.7774,732602.1151,1637633.2019999998,1141303.8329999999
